time,P
24.1,0.004888261758692827
24.199999999999996,0.006608720660034895
24.299999999999997,0.008266053927190228
24.4,0.00986076769631343
24.5,0.01139336810355923
24.6,0.012864361285082355
24.699999999999996,0.014274253377037438
24.799999999999997,0.015623550515579405
24.9,0.016912758836862885
25.0,0.0181423844770426
25.1,0.019312983247056287
25.199999999999996,0.020425309656973607
25.299999999999997,0.021480167891647462
25.4,0.02247836213593051
25.5,0.023420696574675496
25.6,0.024307975392735163
25.699999999999996,0.025141002774962194
25.799999999999997,0.025920582906209456
25.9,0.026647519971329622
26.0,0.027322618155175442
26.1,0.027946710071161254
26.199999999999996,0.028520742046947763
26.299999999999997,0.0290456888387574
26.4,0.029522525202812466
26.5,0.0299522258953353
26.6,0.030335765672548254
26.699999999999996,0.030674119290673645
26.799999999999997,0.030968261505933868
26.9,0.031219167074551243
27.0,0.031427810752748114
27.1,0.031595176958017446
27.199999999999996,0.03172228875293465
27.299999999999997,0.031810178861345816
27.4,0.03185988000709697
27.5,0.031872424914034164
27.6,0.031848846306003445
27.699999999999996,0.031790176906850875
27.799999999999997,0.03169744944042249
27.9,0.031571696630564354
28.0,0.0314139512011225
28.099999999999998,0.031225240245543642
28.2,0.031006568335677012
28.299999999999997,0.030758934412972522
28.4,0.03048333741888005
28.5,0.030180776294849502
28.599999999999998,0.029852249982330784
28.7,0.029498757422773764
28.799999999999997,0.029121297557628364
28.9,0.02872086932834446
29.0,0.028298471676371947
29.099999999999998,0.027855086582943972
29.2,0.02739162818842654
29.299999999999997,0.02690899367296894
29.4,0.02640808021672041
29.5,0.02588978499983022
29.599999999999998,0.02535500520244766
29.7,0.02480463800472195
29.799999999999997,0.02423958058680239
29.9,0.02366073012883821
30.0,0.023068983810978688
30.099999999999998,0.022465214363753098
30.2,0.021850196719210596
30.299999999999997,0.02122468135978042
30.4,0.02058941876789171
30.5,0.01994515942597368
30.599999999999998,0.019292653816455542
30.7,0.01863265242176644
30.799999999999997,0.01796590572433561
30.9,0.017293164206592194
31.0,0.016615178350965404
31.099999999999998,0.015932670066810393
31.2,0.015246246971186005
31.299999999999997,0.014556488108077113
31.4,0.013863972521468499
31.5,0.013169279255345015
31.599999999999998,0.012472987353691511
31.7,0.011775675860492772
31.799999999999997,0.011077923819733673
31.9,0.01038031027539899
32.0,0.009683414271473581
32.099999999999994,0.008987785074149877
32.2,0.00829385283845034
32.3,0.007602017941605329
32.4,0.006912680760844864
32.5,0.006226241673399155
32.599999999999994,0.005543101056498419
32.7,0.004863659287372673
32.8,0.004188316743252275
32.9,0.0035174738013672435
33.0,0.002851530838947794
33.099999999999994,0.002190859857409334
33.2,0.001535719354907875
33.3,0.0008863394537849531
33.4,0.0002429502763817786
33.5,-0.0003942180549602525
33.599999999999994,-0.0010249354178997463
33.7,-0.0016489716900954863
33.8,-0.0022660967492059464
33.9,-0.0028760804728899096
34.0,-0.00347869273880598
34.099999999999994,-0.004073728235209119
34.2,-0.0046610808927398505
34.3,-0.005240669452634759
34.4,-0.0058124126561307195
34.5,-0.00637622924446444
34.599999999999994,-0.00693203795887263
34.7,-0.007479757540592159
34.8,-0.00801930673085962
34.9,-0.00855060427091188
35.0,-0.009073568901985652
35.099999999999994,-0.00958813925565668
35.2,-0.010094333524856992
35.3,-0.010592189792857391
35.4,-0.011081746142928938
35.5,-0.011563040658342544
35.599999999999994,-0.012036111422369128
35.7,-0.012500996518279739
35.8,-0.012957734029345195
35.9,-0.013406362038836543
36.0,-0.013846918630024704
36.099999999999994,-0.014279456421961451
36.2,-0.014704086176822112
36.3,-0.015120933192562665
36.4,-0.015530122767139288
36.5,-0.01593178019850805
36.599999999999994,-0.016326030784625016
36.7,-0.016712999823446362
36.8,-0.017092812612928072
36.9,-0.01746559445102633
37.0,-0.017831470635697188
37.099999999999994,-0.018190575771832886
37.2,-0.0185430816920704
37.3,-0.01888916953598269
37.4,-0.019229020443142883
37.5,-0.019562815553124023
37.599999999999994,-0.019890736005499142
37.7,-0.020212962939841372
37.8,-0.02052967749572368
37.9,-0.0208410608127192
38.0,-0.02114729403040096
38.099999999999994,-0.021448562658838616
38.2,-0.021745069690088336
38.3,-0.022037022486702758
38.4,-0.022324628411234664
38.5,-0.022608094826236744
38.599999999999994,-0.022887629094261706
38.7,-0.023163438577862322
38.8,-0.023435730639591233
38.9,-0.023704712642001215
39.0,-0.02397059194764497
39.099999999999994,-0.024233575852992743
39.2,-0.02449387139018504
39.3,-0.0247516855252798
39.4,-0.025007225224335072
39.5,-0.025260697453408844
39.599999999999994,-0.0255123091785591
39.7,-0.02576226736584389
39.8,-0.02601077898132115
39.9,-0.02625805099104894
40.0,-0.026504290361085234
40.099999999999994,-0.026749700458070718
40.2,-0.026994470250976916
40.3,-0.027238785109357923
40.4,-0.027482830402767958
40.5,-0.027726791500761166
40.599999999999994,-0.027970853772891702
40.7,-0.02821520258871378
40.8,-0.028460023317781497
40.9,-0.028705501329649073
41.0,-0.028951821993870655
41.099999999999994,-0.029199164629502426
41.2,-0.029447684353608762
41.3,-0.02969753023275595
41.4,-0.029948851333510405
41.5,-0.030201796722438466
41.599999999999994,-0.030456515466106473
41.7,-0.03071315663108084
41.8,-0.030971869283927853
41.9,-0.031232802491213917
42.0,-0.031496105319505384
42.099999999999994,-0.03176191918965893
42.2,-0.032030354939692696
42.3,-0.03230151576191502
42.4,-0.03257550484863439
42.5,-0.032852425392159205
42.599999999999994,-0.03313238058479787
42.7,-0.033415473618858875
42.8,-0.03370180768665055
42.9,-0.033991485980481385
43.0,-0.03428461169265978
43.099999999999994,-0.03458127947073801
43.2,-0.03488154978324386
43.3,-0.035185474553948874
43.4,-0.03549310570662469
43.5,-0.035804495165042916
43.599999999999994,-0.03611969485297512
43.7,-0.03643875669419298
43.8,-0.036761732612468
43.9,-0.03708867453157186
44.0,-0.03741963437527613
44.1,-0.037754655437149176
44.2,-0.038093746489946345
44.3,-0.038436907676219705
44.4,-0.038784139138521405
44.5,-0.03913544101940352
44.6,-0.03949081346141815
44.7,-0.03985025660711739
44.8,-0.04021377059905332
44.9,-0.040581355579778086
45.0,-0.04095301169184375
45.1,-0.04132873113990078
45.2,-0.041708474376992995
45.3,-0.04209219391826256
45.4,-0.04247984227885172
45.5,-0.04287137197390264
45.6,-0.043266735518557496
45.7,-0.043665885427958476
45.8,-0.04406877421724773
45.9,-0.044475354401567524
46.0,-0.044885578496059994
46.1,-0.04529939225157132
46.2,-0.045716714361763576
46.3,-0.0461374567560028
46.4,-0.046561531363655116
46.5,-0.04698885011408655
46.6,-0.047419324936663176
46.7,-0.047852867760751046
46.8,-0.0482893905157162
46.9,-0.04872880513092476
47.0,-0.04917102353574276
47.1,-0.04961595240725456
47.2,-0.050063477413417795
47.3,-0.05051347896990835
47.4,-0.0509658374924022
47.5,-0.05142043339657525
47.6,-0.05187714709810343
47.7,-0.05233585901266265
47.8,-0.0527964495559288
47.9,-0.05325879914357788
48.0,-0.053722788191285786
48.1,-0.05418829373245651
48.2,-0.054655179271406396
48.3,-0.05512330493017983
48.4,-0.055592530830821274
48.5,-0.05606271709537513
48.6,-0.056533723845885814
48.7,-0.05700541120439773
48.8,-0.05747763929295526
48.9,-0.0579502682336029
49.0,-0.05842315814838503
49.1,-0.05889616781158533
49.2,-0.05936915060644462
49.3,-0.05984195856844294
49.4,-0.06031444373306044
49.5,-0.060786458135777176
49.6,-0.06125785381207322
49.7,-0.06172848279742866
49.8,-0.062198197127323544
49.9,-0.06266684883723801
50.0,-0.06313428996265213
50.1,-0.06360037299986011
50.2,-0.06406495228841272
50.3,-0.06452788262867482
50.4,-0.06498901882101137
50.5,-0.06544821566578725
50.6,-0.06590532796336737
50.7,-0.06636021051411663
50.8,-0.06681271811839987
50.9,-0.0672627055765821
51.0,-0.06771002768902815
51.1,-0.06815454102588346
51.2,-0.06859610923641551
51.3,-0.0690345977396723
51.4,-0.06946987195470189
51.5,-0.06990179730055227
51.6,-0.07033023919627143
51.7,-0.0707550630609074
51.8,-0.07117613431350814
51.9,-0.07159331837312174
52.0,-0.07200648065879618
52.1,-0.0724154891258441
52.2,-0.07282022187463666
52.3,-0.07322055954180964
52.4,-0.07361638276399891
52.5,-0.07400757217784024
52.6,-0.0743940084199694
52.7,-0.07477557212702224
52.8,-0.07515214393563449
52.9,-0.07552360448244204
53.0,-0.07588983440408065
53.1,-0.07625071718995367
53.2,-0.07660614774053473
53.3,-0.07695602380906494
53.4,-0.0773002431487855
53.5,-0.07763870351293757
53.6,-0.07797130265476229
53.7,-0.07829793832750083
53.8,-0.07861850828439432
53.9,-0.07893291027868396
54.0,-0.07924104206361088
54.1,-0.07954280427350756
54.2,-0.07983810906707167
54.3,-0.08012687148409223
54.4,-0.08040900656435823
54.5,-0.08068442934765868
54.6,-0.08095305487378256
54.7,-0.08121479818251888
54.8,-0.08146957431365662
54.9,-0.0817172983069848
55.0,-0.08195788520229243
55.1,-0.08219125281528969
55.2,-0.08241733006537169
55.3,-0.08263604864785473
55.4,-0.08284734025805512
55.5,-0.08305113659128917
55.6,-0.08324736934287319
55.7,-0.08343597020812346
55.8,-0.08361687088235631
55.9,-0.08379000306088803
56.0,-0.08395529843903496
56.1,-0.08411269169741897
56.2,-0.0842621294578844
56.3,-0.08440356132758116
56.4,-0.08453693691365918
56.5,-0.08466220582326837
56.6,-0.08477931766355867
56.7,-0.08488822204167998
56.8,-0.08498886856478222
56.9,-0.08508120684001531
57.0,-0.0851651864745292
57.1,-0.08524076007816019
57.2,-0.08530789227149028
57.3,-0.08536655067778787
57.4,-0.08541670292032134
57.5,-0.08545831662235912
57.6,-0.08549135940716959
57.7,-0.08551579889802115
57.8,-0.0855316027181822
57.9,-0.08553873849092114
58.0,-0.08553717383950638
58.1,-0.08552688170669469
58.2,-0.08550785631319639
58.3,-0.08548009719921024
58.4,-0.08544360390493493
58.5,-0.08539837597056918
58.6,-0.08534441293631172
58.7,-0.08528171434236126
58.8,-0.08521027972891652
58.9,-0.08513010863617622
59.0,-0.08504120060433909
59.1,-0.08494355517360383
59.2,-0.08483717188416919
59.3,-0.08472205027623385
59.4,-0.08459818988999655
59.5,-0.08446559026565602
59.6,-0.08432425094341095
59.7,-0.08417417146346008
59.8,-0.08401535136600213
59.9,-0.08384779019123581
